,year,month,media,title,annotator 1,annotator 2,annotator 3,label
653,2018,3,nyt,"Damien Hirsts Post-Venice, Post-Truth World",0,0,0,0
654,2016,5,cnn,Trump says he will not debate Sanders,0,1,0,0
655,2021,6,nyt,The Brooklyn Man Who Set Out to Track Every Jew Lost to Covid,0,0,0,0
656,2019,1,nyt,The Pit Bull Gets a Rebrand,0,0,0,0
657,2019,11,washt,Donald Trump eyes executive order tying foreign aid to religious freedom,1,1,0,1
658,2022,1,cnn,Trump&s rally in Texas shows exactly why he&s so dangerous,1,1,1,1
659,2019,2,wsj,"Trump Declares Emergency Over Wall, Inviting Likely Court Fight",1,1,1,1
660,2014,12,wsj,Songbird Not Hearing Bidders Higher Note for Canary Wharf,0,0,0,0
661,2014,7,nbc,Obama to GOP: 'So sue me',1,1,1,1
662,2014,3,wsj,BofA's Head of Global Prime Brokerage in Talks to Leave,0,0,0,0
663,2015,3,nyt,Indiana Governor Says Legislators May Clarify Religious Beliefs Law,0,0,0,0
664,2019,7,nbc,Mets great Dwight Gooden arrested for second time in 6 weeks,0,0,0,0
665,2021,4,nbc,Kiss of death': Advocates warn Democrats' voting bill could harm immigrants,1,1,1,1
666,2019,11,cnn,&Doctor Sleep& shines bright before flaming out down the stretch,0,0,0,0
667,2020,1,wsj,U.N. Court Orders Myanmar to Take Steps to Protect Rohingya Muslims,1,0,0,0
668,2019,2,cnn,"Start your Monday smart: Oscars, North Korea, Cohen, US-China trade, Cuba votes, CPAC",0,0,0,0
669,2022,6,washt,Justice Kavanaugh's neighbors fed up with raucous protests,1,1,1,1
670,2016,5,christian,Google's new app helps anyone be a scientist,0,0,0,0
671,2015,9,cnn,"Leopoldo Lopez, imprisoned Venezuelan opposition leader, remains defiant",1,0,0,0
672,2020,12,cnn,NBA star Karl-Anthony Towns says he has lost 7 family members to Covid-19,0,0,0,0
673,2017,2,wsj,Prison Bonds Are Going Through the Roof Thanks to Trumps Immigration Policy,1,1,1,1
674,2014,8,nyt,Inquiry Seeks Twitter User in Brooklyn Bridge Flag Case,0,0,0,0
675,2016,4,nyt,What Freedom Looks Like,0,0,0,0
676,2017,8,cnn,Zakaria: Why Trump won,0,1,0,0
677,2021,2,nyt,Theres Nothing Left: Why Thousands of Republicans Are Leaving the Party,1,1,1,1
678,2018,12,nyt,11 of Our Best Weekend Reads,0,0,0,0
679,2022,4,wsj,"House Votes to Hold Scavino, Navarro in Contempt of Congress",0,1,1,1
680,2015,6,wsj,Poor Morale in Hong Kong Portends Lower Turnout for July 1 March,1,0,0,0
681,2019,4,nyt,The Shed Opens: What Our Critics Think,0,0,0,0
682,2015,1,reason,Sotomayor to Justice Department Lawyer: 'We Can't Keep Bending the Fourth Amendment to the Resources of Law Enforcement',1,1,0,1
683,2018,1,cnn,4 theories on why Hillary Clinton isn&t very popular right now,0,1,1,1
684,2014,9,bbg,economists say more roads and bridges,0,0,0,0
685,2016,2,wsj,The Trumpkins Lament,0,1,1,1
686,2022,5,cnn,Dave Chappelle releases first statement about &unsettling& attack,0,0,0,0
687,2016,5,christian,Must cigarette packaging be bland and indistinct? British High Court says yes,0,0,0,0
688,2022,4,bbg,jack white marries musician olivia jean at detroit show,0,0,0,0
689,2017,3,washt,"Donald Trump calls the media an enemy of the state, Obama treated it as one",1,1,1,1
690,2018,10,nyt,"Parihan Rahman, Kevin-Michael Porras",0,0,0,0
691,2018,4,nyt,Trump Renews Attacks on Comey Before Turning to Praise of Korean Talks,1,0,1,1
692,2015,5,fedlist,4 Things Conservatives Can Learn From Taylor Swift,0,1,0,0
693,2019,8,reason,"Despite What Democrats Said at Their Debate, We're Not Heading Toward Climate Apocalypse",1,1,1,1
694,2016,10,wsj,Welcome Guest Appears at Play on Wimbledons Middle Sunday,0,0,0,0
695,2020,8,cnn,Ohio Gov. Mike DeWine tests negative for coronavirus for second time after false positive,0,0,0,0
696,2015,4,nyt,"Jennifer Eng, John San Filippo",0,0,0,0
697,2018,1,cnn,Wray hints to FBI staff that coming IG report played role in McCabe departure,1,1,0,1
698,2014,10,wsj,"On the Campaign Trail, Obama Is Hard to Find",0,1,1,1
699,2021,1,washt,Donald Trump terrorizes swamp: 'We will be back',1,1,1,1
700,2018,11,washt,Trey Gowdy: Republicans have investigated Ivanka Trump emails more than Democrats did Benghazi,1,1,1,1
701,2017,5,nbc,Bad Ass and Blind': Meet Singer-Songwriter Raul Midón,0,0,0,0
702,2020,10,washt,Senate Democrats to boycott committee vote for Amy Coney Barrett,1,1,0,1
703,2016,3,cnn,Kirk blasts GOP leaders for inaction on Supreme Court nominee,1,1,1,1
704,2018,3,wsj,Takeda Shares Fall as Investors Queasy Over Possible Bid for Shire,0,0,0,0
705,2021,11,cnn,"Kal Penn, &Harold and Kumar& and &House& star, comes out as gay",0,0,1,0
706,2017,10,cnn,US Navy officers lose jobs after fatal collision,0,0,0,0
707,2016,2,reason,Escheating scandal?,0,0,1,0
708,2019,6,nyt,"Who Won the Democratic Debate, Night 2? Experts Weigh In",0,0,0,0
709,2021,12,bbg,weather bomb set to hit ireland as storm sweeps across nation,0,0,0,0
710,2014,12,nyt,Seeing the World by Drone,0,0,0,0
711,2016,1,nyt,"El Chapo, Escaped Mexican Drug Lord, Is Recaptured in Gun Battle",1,0,0,0
712,2020,8,nbc,"Three months out, the presidential election is still being overshadowed",1,1,0,1
713,2021,2,wsj,The Mardini,0,0,0,0
714,2018,12,nyt,"With Power Grabs in the Midwest, G.O.P. Risks a 2020 Backlash",1,1,1,1
715,2014,10,nyt,Britain Urged to Step Back in Feud With E.U.,0,0,0,0
716,2020,5,wsj,Lawmakers Question Trump Nominee to Oversee Stimulus,1,1,0,1
717,2021,12,bbg,sensetime relaunches hong kong ipo trading to start dec 30,0,0,0,0
718,2016,8,wsj,Holy Smokes: Its Juan Martin del Potro,0,0,0,0
719,2020,1,cnn,My family saw a neighborhood get paved over. Don&t let it happen again,0,0,0,0
720,2022,8,bbg,scholz steps up campaign to abolish gender pay gap in sports,0,0,0,0
721,2022,1,nyt,Two top New York public prosecutors rejoin private practice.,0,0,0,0
722,2021,4,washt,Time to put Mad Maxine Waters out to pasture,0,0,0,0
723,2018,9,cnn,"Joe Biden reacts to Kavanaugh allegation, reviving memories of Anita Hill hearing",0,0,0,0
724,2014,11,wsj,How Mobile-Game Makers Account for Magic-Wand Sales,0,0,0,0
725,2016,12,cnn,North Korea: Is Kim Jong Un &the world&s most dangerous man&?,1,1,0,1
726,2017,12,nyt,"In Texts, F.B.I. Officials in Russia Inquiry Said Clinton Just Has to Win",1,1,1,1
727,2017,7,cnn,Kelly Clarkson is not here for your body shaming,0,0,0,0
728,2022,4,bbg,dutch watchdog rules klm s carbon zero ad is misleading,0,0,0,0
729,2015,1,wsj,The Obama-McConnell Dance Begins,0,0,0,0
730,2022,2,cnn,"Adele pole dances at London nightclub, sending fans crazy",0,0,0,0
731,2015,10,christian,Beating suspects' smiling mugshots shock Ole Miss community,0,0,0,0
732,2015,3,nbc,McConnell 'Suspicious' of Obama's Handling of Iran Nuclear Negotiations,1,1,0,1
733,2018,8,nyt,4 Takeaways From Tuesdays Primaries,0,0,0,0
734,2018,1,nyt,Jamaica Has Never Had Olympic Synchronized Swimmers. These Girls Want to Change That.,0,0,0,0
735,2014,6,wsj,Republicans Grill IRS Chief Over Lost Emails,0,1,1,1
736,2016,1,christian,Flint: Hot water for Michigan governor after emails go public,0,1,1,1
737,2018,2,washt,"American companies bring jobs back to the U.S., and Democrats smirk",0,1,1,1
738,2020,7,fedlist,"At South Carolina Rally, Kanye West Gives Emotional Speech On Abortion: I Almost Killed My Daughter",1,1,0,1
739,2017,7,wsj,ObamaCares GOP Preservers,0,0,0,0
740,2015,4,cnn,Memorable State of the Union speeches,0,0,0,0
741,2022,7,bbg,where the candidates to replace boris johnson stand on uk taxes,0,0,0,0
742,2020,10,cnn,Melania Trump focuses on Covid and slams Democrats for politicizing pandemic in campaign speech,1,1,1,1
743,2015,5,nyt,"Behind the Yankees: Their Best Days, and A.L. East Foes",0,0,0,0
744,2018,4,cnn,Kanye West criticizes Obama and praises Trump: &The mob can&t make me not love him&,1,1,1,1
745,2018,11,nyt,"Randolph Braham, 95, Holocaust Scholar Who Saw a Whitewash, Dies",0,0,0,0
746,2020,7,reason,Steady as She Goes on Faithless Electors,0,0,1,0
747,2022,9,cnn,Angelina Jolie&s former company accuses Brad Pitt of &waging a vindictive war& in new countersuit over winery,0,0,0,0
748,2015,8,cnn,"Meet Maysa, a young refugee who put her brother first",0,0,0,0
749,2017,8,reason,Brickbat: Stay in the Closet,0,0,0,0
750,2019,7,nbc,Body of missing actor Charles Levin believed found by Oregon authorities,0,0,0,0
751,2020,8,reason,3-D Printed Guns and Jurisdiction Over Out-of-State Attorneys General,0,0,0,0
752,2020,3,nbc,How new rules at Facebook and Twitter led to a warning beneath a Trump retweet,1,0,0,0
753,2018,11,nbc,Pop star Troye Sivan returns to acting in 'conversion therapy' drama 'Boy Erased',0,0,0,0
754,2022,5,nyt,Texas 35th Congressional District Runoff Election Results,0,0,0,0
755,2016,10,cnn,Mark Kirk apologizes for using Tammy Duckworth&s Thai heritage in debate jab,0,1,0,0
756,2016,2,nyt,"What You Get for $895,000",0,0,0,0
757,2019,10,fedlist,ABC News Tries To Pass Off Video Of Kentucky Gun Range As Slaughter In Syria,1,1,1,1
758,2019,1,wsj,Brexit Turns U.K. Parliament on Its Head,1,0,0,0
759,2017,8,cnn,"5 things for August 28: Harvey, USS John McCain, President Trump, Alps deaths",0,0,0,0
760,2018,1,fedlist,The 6 Most Philly Moments Of The Eagles Playoff Run,0,0,0,0
761,2017,6,washt,Donald Trump charges 'fake news' after CNN producer caught saying Russia story is about 'ratings',1,1,1,1
762,2022,3,bbg,serbia to reduce moscow flights after criticism president says,1,0,0,0
763,2017,3,cnn,Trump&s war on reality is truly baffling,1,1,1,1
764,2020,8,washt,LeBron James on Jacob Blake shooting: 'We are scared as Black people in America',1,0,1,1
765,2020,2,nyt,Jeff Bezos Is Sued by His Girlfriends Brother,0,0,0,0
766,2015,6,nbc,"Jeb Bush Says Campaigning is a Long Haul, Calls for Patience",0,0,0,0
767,2022,8,nyt,Minnesota Attorney General Primary Election Results,0,0,0,0
768,2014,12,nyt,Christie Wants Obama to Push Cuba to Return New Jersey Troopers Killer,1,1,0,1
769,2018,4,washt,John Lewis 'honored and blessed' to throw out first pitch,1,0,0,0
770,2022,3,wsj,How to Plan for Part-Time Retirement,0,0,0,0
771,2014,2,christian,Bosnia sees smaller protests after days of violent rioting,1,1,0,1
772,2017,8,cnn,US B-1 bombers ready if called upon by Trump,1,1,1,1
773,2015,3,christian,"Air in Delhi is world's worst, 13 other Indian cities aren't far behind",0,0,0,0
774,2016,5,reason,"One of the Them Will Win, But Donald Trump & Hillary Clinton Are Unacceptable To Most Voters",1,1,1,1
775,2015,6,christian,"Before Rachel Dolezal, there was Walter White ",0,0,0,0
776,2014,10,nbc,Obama Takes Time Out to Remind Voters of Economic Progress,0,0,0,0
777,2018,8,cnn,Female war hero leads new wave of veteran candidates,0,0,0,0
778,2018,11,wsj,The Paradox of American Anti-Semitism,1,0,1,1
779,2015,2,wsj,Five Best: Samantha Ellis on Spinsters,0,0,0,0
780,2018,12,nbc,Trump expected to tap State Department spokeswoman Heather Nauert for new U.N. ambassador,0,0,0,0
781,2016,9,washt,Republicans unnerved by failure of Trump's ground operation,1,1,1,1
782,2017,4,cnn,Dear Berkeley: Even Ann Coulter deserves free speech,0,0,1,0
783,2022,5,cnn,Opinion: The one thing that terrifies White nationalists is what makes America great,1,1,1,1
784,2020,11,nyt,Jimmy Kimmel Rags on Trump for His Randy Quaid Retweets,1,1,1,1
785,2020,5,nyt,"Ann McBride Norton, First Woman to Run Common Cause, Dies at 75",0,0,0,0
786,2017,9,wsj,Trumps Twitter Habit Draws Low Marks,1,0,1,1
787,2020,2,nyt,N.F.L. Players Arent Sold on Proposed 17-Game Season,0,0,0,0
788,2015,12,nyt,Joe Biden Says U.S. Is Still Backing Ukraine,0,0,0,0
789,2016,11,fedlist,"Election Day Federalist Radio: Polls, Swing States, And Voter Turnout",0,0,0,0
790,2015,11,wsj,The Legal Challenge to ObamaNet,0,0,0,0
791,2016,12,cnn,Muslim comedian sits next to Eric Trump on trans-Atlantic flight,0,0,0,0
792,2019,7,nyt,"As Conflict With U.S. Grows, Some Iran Hard-liners Suggest Talking to Trump",1,0,0,0
793,2017,12,wsj,Supreme Court Lets Trump Travel Ban Take Effect for Now,1,1,0,1
794,2018,11,washt,Ex-DOJ attorney: Trump criticism of immigration judges led to resignation,1,1,1,1
795,2018,10,nyt,"Corrections: October 2, 2018",0,0,0,0
796,2018,2,cnn,"US Vice President Mike Pence was set to meet with North Korean officials, but they canceled",1,0,0,0
797,2021,11,cnn,American Music Awards 2021: Who&s hosting and what to expect,0,0,0,0
798,2019,1,washt,Kamala Harris' prosecutor past threatens 2020 White House bid,1,1,1,1
799,2019,12,cnn,Browns fan goes on rant and jumps into Lake Erie after revenge loss to the Pittsburgh Steelers,0,0,0,0
800,2021,11,bbg,morikawa horschel look to make history in dubai finale,0,0,0,0
801,2015,12,nyt,"SantaCon Fights for the Right to Party, Responsibly",1,0,0,0
802,2014,6,christian,Three recent Christian Science Perspective articles,0,0,0,0
803,2015,11,nyt,The Best of Week 9 in the N.F.L.,0,0,0,0
804,2022,1,bbg,german envoy signals pipeline may be targeted if russia invades,1,0,0,0
805,2018,5,cnn,Trump pressured Sessions on multiple occasions to overturn recusal,1,1,0,1
806,2016,1,nyt,Review: Jason Craigs Longyarn Features a Mom Who Wont Shut Up,0,0,0,0
807,2019,5,cnn,School district pushes back against criticism over Arab stereotype in shooting drill,1,0,0,0
808,2022,6,bbg,youtube removes video of trump from jan 6 committee hearing,1,1,0,1
809,2015,9,nyt,Jordan Spieth Is a Round Away From a Fantastic Finish,0,0,0,0
810,2014,5,christian,Sinn Fein leader Adams charges unlikely according to analysts,1,0,0,0
811,2019,12,nbc,Rep. Duncan Hunter says he will resign after the holidays following guilty plea,1,0,0,0
812,2018,9,nyt,"Peter Donat, Actor Who Played a Panoply of Roles, Dead at 90",0,0,0,0
813,2016,6,wsj,"Matz, Syndergaard Suffering From Bone Spurs",0,0,0,0
814,2021,6,nbc,"The Supreme Court upholds Obamacare, but its supporters shouldn't breathe easy",1,1,0,1
815,2017,8,fedlist,Berkeleys Antifa Takeover Shows There Is Evil On Both Sides,0,1,1,1
816,2015,4,wsj,Jury Deliberations Appear to Break Down in Aleynikov Case,1,0,0,0
817,2016,3,cnn,Bernie Sanders has been saying similar things on CNN for years,0,1,0,0
818,2017,7,wsj,Trump Says Apple CEO Has Promised to Build 3 Plants in U.S.,0,0,0,0
819,2017,12,nbc,"Trump's regulatory rollbacks, from net neutrality to campus sex assault",1,0,1,1
820,2022,5,cnn,"Trump may hold off on more endorsements for coming primaries, advisers say",1,0,0,0
821,2020,5,nyt,Trump Says Hes Torn on China Deal as Advisers Signal Harmony on Trade,0,1,0,0
822,2019,7,cnn,Reagan&s racist call with Nixon echoes strongly today,1,1,1,1
823,2017,5,cnn,Between Trump and his national security adviser lie &ferocious& internal politics,1,1,1,1
824,2019,8,reason,Brickbat: I Hear You Knocking,0,0,0,0
825,2022,8,nbc,"For Republicans, Mar-a-Lago search offers new chance to rally around Trump",1,1,0,1
826,2015,11,cnn,Hillary Clinton changes her tune on Republicans,0,1,0,0
827,2014,1,washt,"With 'Labor Day,' Reitman close to 'nailing it'",0,0,0,0
828,2014,4,nyt,Anti-Corruption Group Finds Fault With European Union,1,0,0,0
829,2015,2,nyt,Yankees Plan to Honor Four Former Players,0,0,0,0
830,2021,8,nyt,"Review: The Threepenny Opera Returns Home, Liberated",0,0,0,0
831,2019,5,washt,Nancy Pelosi backs Jerrold Nadler: 'I think that the attorney general should be held in contempt',0,1,1,1
832,2015,8,cnn,Donald Trump&s clueless immigration plan,1,1,1,1
833,2015,1,cnn,More Cubans head for U.S. after policy change rumors,0,0,0,0
834,2014,9,washt,Is Obama a success or failure?,0,1,1,1
835,2019,5,cnn,Trump to visit South Korea amid stalled talks with the North,0,0,0,0
836,2022,5,nyt,Im a College Student With a Disability. Stop Treating Me Like a Child.,0,0,0,0
837,2014,2,nyt,"New Italian Premier, in First Speech, Outlines Early Priorities for His Tenure",0,0,0,0
838,2021,1,washt,"Donald Trump, Mike Pence meet for first time since Capitol riot",0,0,0,0
839,2017,5,cnn,"5 things for Wednesday, May 31: Afghanistan bombing, Russia investigation, Portland train stabbing",0,0,0,0
840,2016,12,cnn,Young ISIS recruit: I was blinded by love,0,0,0,0
841,2015,7,nyt,Hillary Clintons Hillblazers List Is a Whos Who of Big Donors,0,0,1,0
842,2017,5,cnn,What Andy Cohen got out of Kim Kardashian West,0,0,0,0
843,2021,8,nyt,"In Two Weeks, a New Governor of New York",0,0,0,0
844,2019,11,nyt,10 Recipes Readers Love (None of Them Turkey),0,0,0,0
845,2017,11,nbc,Trump's Call to End the Visa Lottery Is Cynical Politics at Its Worst,1,1,1,1
846,2015,5,cnn,Boston bomber Tsarnaev faces death: Legalized revenge?,1,0,1,1
847,2015,7,cnn,November date set for landmark Myanmar elections: What&s at stake?,0,0,0,0
848,2021,4,reason,Jurors Could Not Believe That a Reasonable Officer Would Have Done What Derek Chauvin Did,1,0,0,0
849,2021,12,bbg,kaisa suspends trading amid uncertainty over debt repayment,0,0,0,0
850,2014,7,washt,Be a leader' — Perry tells Obama to confront border crisis,1,1,1,1
851,2015,10,nyt,Donald Trump and Chris Christie Cancel Campaign Events Because of Hurricane,0,0,0,0
852,2020,6,cnn,"5 things to know for June 19: DACA, coronavirus, police reform, Facebook, economy",0,0,0,0
853,2018,6,cnn,"Top Republicans break with Trump, say FBI acted appropriately",1,1,0,1
854,2019,4,christian,Mexico to US: You think caravans are tough for you?,1,1,1,1
855,2019,4,nbc,"Georgia Engel, 'Mary Tyler Moore Show' star, dies at 70",0,0,0,0
856,2021,1,nyt,California Election Results: 15th Congressional District,0,0,0,0
857,2018,10,nyt,Why Kavanaugh Should Not Attend the White House Ceremony,1,0,0,0
858,2015,7,washt,LETTER TO THE EDITOR: Obama will do anything for a legacy,1,1,1,1
859,2016,8,reason,Can Trump be trusted on judicial appointments?,0,1,1,1
860,2017,11,nbc,Why Alabama Young Republicans deserted Roy Moore,1,1,1,1
861,2017,1,washt,"Sean Spicer, spokesman: Trump will not apologize for 'putting safety of country first and foremost'",1,1,1,1
862,2018,10,cnn,China may wait it out rather than deal with Trump,0,0,0,0
863,2020,11,fedlist,"Maxine Waters Says She Will Never, Ever Forgive Black Voters Who Dont Do What She Says",1,1,1,1
864,2016,7,nbc,Pregnant Woman Save Families From Fire,0,0,0,0
865,2016,5,nyt,The Space-Age Story Behind the Metropolitan Operas Chandeliers,0,0,0,0
866,2018,5,nyt,"Trump Criticizes Investigators, Citing Unrevealed Conflicts of Interest",1,1,0,1
867,2016,11,cnn,"Sorry, Lady Gaga, but blocking Trump in Electoral College is mission impossible",1,1,1,1
868,2016,12,nyt,Ten Models We Loved a Lot This Year,0,0,0,0
869,2019,3,cnn,Comey: &No idea& what Mueller will conclude -- &I also don&t care&,0,1,1,1
870,2019,10,cnn,Indiana teen pleads guilty to murdering cheerleader pregnant with their baby,1,0,0,0
871,2020,2,nyt,"Shifting Fervor, and Favorites, in the Presidential Race",0,1,1,1
872,2014,3,cnn,Inside Politics: GOP debate over policy and personalities,0,0,0,0
873,2016,10,washt,Donald Trump may be rewriting rules for party coalitions,1,1,0,1
874,2021,11,fedlist,Kids Are More At Risk Of Dying From Seasonal Flu But The CDC Says They Should Get The COVID Jab Anyway,0,1,0,0
875,2015,9,cnn,Hillary Clinton&s Golden State dash for cash,0,0,1,0
876,2017,4,wsj,"On Taxes, Dont Forget the Deficit",0,0,0,0
877,2016,2,wsj,Merkel Condemns Russian Airstrikes in Syria,1,0,0,0
878,2019,2,nyt,U.S. Loses Appeal Seeking to Block AT&T-Time Warner Merger,0,0,0,0
879,2015,4,nyt,Times Reporters Analyze Hillary Clintons Presidential Announcement Video,0,0,0,0
880,2021,3,washt,McConnell slams Dems for engaging in 'coordinated campaign' to smear Senate filibuster as 'racist',1,1,1,1
881,2017,10,cnn,Flake to GOP: We must say Trump&s behavior is &not right&,1,1,1,1
882,2015,11,nyt,"Elizabeth Zaino, James Reuter",0,0,0,0
883,2021,1,christian,Hank Aaron remembered for shattering records and racial barriers,0,0,0,0
884,2020,4,wsj,Something of Themselves Review: Sojourns in a Battleground,0,0,0,0
885,2021,3,christian,"Cuomo, Democrats, and the politics of personal conduct",0,0,1,0
886,2015,4,nbc,"Congress Will Not Derail Nuclear Talks, Iran Says",1,0,0,0
887,2020,1,cnn,&Jeopardy! The Greatest of All Time& aims to crown a champ of the champs,0,0,0,0
888,2016,2,nyt,David Denbys Lit Up,0,0,0,0
889,2016,3,wsj,No Charges in Minneapolis Police Shooting,1,0,0,0
890,2015,2,nbc,"Suspected Electrical Blast at Mall in Perth, Australia Kills Two",0,0,0,0
891,2016,10,cnn,Bob Dylan and his uneasy Nobel predecessors,0,0,0,0
892,2019,10,wsj,Trump Education Official to Resign and Call for Mass Student-Loan Forgiveness,1,0,0,0
893,2021,12,bbg,rivers malone latest nba coaches to enter protocols,0,0,0,0
894,2021,8,cnn,Why Wisconsin will be the next front in the Big Lie fight,1,1,1,1
895,2016,6,wsj,Indias Newfound Confidence,0,0,0,0
896,2019,7,wsj,Trump Adviser Kellyanne Conway Ignores Congressional Subpoena,1,1,1,1
897,2019,6,wsj,Trumps Ruining Tariffs for Everybody,1,1,1,1
898,2022,6,bbg,djokovic makes more history with 1st round win at wimbledon,0,0,0,0
899,2014,8,wsj,A Path to Democratic Compromise in Hong Kong,0,1,0,0
900,2017,9,wsj,Goldman Takes Stake in Under Armour CEOs Baltimore Development,0,0,0,0
901,2019,5,cnn,"This year, top colleges are forgoing politicians as commencement speakers",0,1,0,0
902,2015,9,nyt,Exhibitions Where Moral Force Trumps Market Forces,0,1,0,0
903,2015,10,washt,Hillary Clinton email scandal may be part of Democratic debate,1,1,0,1
904,2016,1,washt,CHiPs' actor Larry Wilcox discusses the 1970s show and his new technology,0,0,0,0
905,2014,12,nyt,He Was More Than His Madness,0,0,0,0
906,2016,2,nyt,Ted Cruz Wont Be Denied,1,0,0,0
907,2019,1,nyt,Chris Christie Says Jared Kushners Father Committed a Loathsome Crime,0,1,1,1
908,2018,2,wsj,Special-Education Rule Issued by Obama Administration Is Delayed,1,0,0,0
909,2019,7,cnn,IMF says trade conflicts could make a sluggish global economy even worse,1,0,0,0
910,2017,11,wsj,"Justice Department Questions Validity of SEC Judges | Trump Picks Goodfriend for Fed, Workman for FSOC | Hayashis Take: CFPB Mortgage Rules Seen as Target",0,1,1,1
911,2022,2,bbg,russia vetoes un resolution as china abstains ukraine update,1,0,0,0
912,2020,9,cnn,Samsung heir Jay Y. Lee indicted over controversial merger in South Korea,0,0,0,0
913,2016,7,nbc,Lady Gaga 'Finally' Gets Her Driver's License at 30!,0,0,0,0
914,2020,1,wsj,TikTok Wants to Stay Politics-Free. That Could Be Tough in 2020.,1,1,0,1
915,2022,2,cnn,Xi&s Olympic guest list heavy on strongmen and autocrats,0,1,1,1
916,2022,7,nbc,Uvalde schools police chief Pete Arredondo resigns from City Council seat,0,0,0,0
917,2019,3,cnn,State Houses of Georgia and Tennessee pass heartbeat bills,0,0,0,0
918,2016,12,cnn,"Trump deputy national security pick scrubs her website, Twitter, and Facebook from the Internet",1,1,1,1
919,2021,12,wsj,Some Cities Turn to Decriminalizing Drugs as Overdoses Climb,0,0,0,0
920,2015,8,nyt,"Guerrilla Girls, Going and Going …",0,0,0,0
921,2018,8,nbc,When 'truth isn't truth:' How Rudy Giuliani and Trump are exploiting the flexibility of language,1,1,1,1
922,2015,3,nyt,Kerry Criticizes Republican Letter to Iranian Leaders on Nuclear Talks,1,1,0,1
923,2017,6,nyt,"Review: Darkness Rising, a Bland Haunted-House Salad",0,0,0,0
924,2020,6,reason,There's Something for Everyone To Hate in Sen. Martha McSally's Plan for Federally Subsidized Vacations,0,1,1,1
925,2020,8,nbc,Poll: Less than half of Americans say they'll get a coronavirus vaccine,0,0,0,0
926,2016,7,wsj,Biden to Join Hillary Clinton on Campaign Trail,1,0,0,0
927,2022,8,nyt,"Corrections: Aug. 20, 2022",0,0,0,0
928,2018,1,wsj,Egyptian Leader Gets Challenger in Election Critics Call a Farce,1,1,1,1
929,2019,12,washt,Redskins diehard fans take team devotion to their graves,0,0,0,0
930,2015,10,nyt,"Cyclone Chapala, Gathering Strength, Heads Toward Oman and Yemen",0,1,0,0
931,2016,5,nyt,Group Backing Donald Trump Hires Ex-Aides to Rudy Giuliani and George Pataki,0,0,0,0
932,2014,12,wsj,Canada Wants Refugees to Go West,0,0,0,0
933,2020,4,nbc,"Biden putting together post-election transition team, talks Cabinet makeup",0,0,0,0
934,2014,7,nbc,Iran Ready to Send Arms to Iraq to 'Fight Against Terrorism',1,0,0,0
935,2016,5,nbc,Ted Cruz Vows to Continue Campaign If He Loses Indiana,1,1,0,1
936,2019,4,washt,Donald Trump issues veto -- second of presidency -- on bill to end U.S. involvement in Yemen war,1,1,0,1
937,2014,6,wsj,YouTube Clashes Over Licensing Deals,0,0,0,0
938,2016,9,wsj,Iran Cant Whitewash Its Record of Terror,1,1,1,1
939,2018,6,nyt,How Much Watching Time Do You Have This Weekend?,0,0,0,0
940,2020,3,wsj,Trumps Message on Virus Draws Scrutiny,0,1,0,0
941,2019,8,washt,Jon Voight slams 'angered left-wingers' in video defending Trump,1,1,1,1
942,2014,7,wsj,Yankee Trade Bait: A Thunderous Bat in Trenton,0,0,0,0
943,2020,7,cnn,Biden campaign will not pull advertising despite widening boycott against Facebook,1,1,0,1
944,2014,9,nyt,Banco Santander Appoints Chief of Its British Business,0,0,0,0
945,2017,1,wsj,French Left Picks Hamon as Presidential Candidate,0,0,0,0
946,2020,8,nyt,Bayern Munich Beats Lyon and Will Face P.S.G. in Champions League Final,0,0,0,0
947,2017,3,nyt,Carson McCullers at 100,0,0,0,0
948,2017,7,nyt,1972 | Pressmen Balk at an Impeachment Ad in The Times,0,0,0,0
949,2018,11,nbc,First Read's Morning Clips: Close races in Florida and Missouri,0,0,0,0
950,2019,6,cnn,Fact-checking Donald Trump&s Fox News interview,0,0,0,0
951,2018,10,wsj,Centaur Media Mulls Divestments; Sees Adjusted Operating Profit Below Views,0,0,0,0
952,2014,3,nyt,Times Minute | Obamas Overseas Trip,0,0,0,0
953,2018,3,nyt,How Much Do You Know About Paraguay?,0,0,0,0
954,2016,6,cnn,Muhammad Ali: Inside his final hours,0,0,0,0
955,2020,3,nyt,Union Official Resigns Over Handling of Plácido Domingo Inquiry,1,0,0,0
956,2017,6,cnn,"After high drama, Southern Baptists denounce the &Alt-Right&",0,1,0,0
957,2018,10,nyt,"Gertrude Mokotoff, Ex-Mayor and a Bride at 98, Is Dead at 100",0,0,0,0
958,2019,11,washt,Trump campaign: Matt Bevin is an 'outlier',0,1,0,0
959,2018,1,nbc,"Ursula K. Le Guin, best-selling science fiction author, dies",0,0,0,0
960,2018,10,cnn,Donald Trump just called Stormy Daniels &horseface.& Don&t act surprised.,1,1,1,1
961,2020,5,wsj,"De Blasio, Covid-19 and Some Orthodox Jews",0,0,0,0
962,2019,3,cnn,Top prosecutor on Mueller&s team expected to leave Justice Dept. soon,1,0,0,0
963,2019,2,washt,Madeleine Albright says she 'owes an apology' to Mitt Romney: 'We underestimated' Russia as a foe,1,1,1,1
964,2020,10,nyt,"Corrections: Oct. 10, 2020",0,0,0,0
965,2020,10,nbc,"For vulnerable voters, Trump's diagnosis may weaken his case for re-election",1,0,1,1
